Age,Attrition,DailyRate,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
28,0,440,21,3,0,4,2713,1,0,11,3,5,5,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57,0,334,24,2,0,4,9439,3,1,16,3,12,5,3,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27,0,1450,3,3,0,3,2566,1,1,15,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50,0,1452,11,3,1,2,19926,3,0,15,3,21,5,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,0,465,14,3,0,3,2451,4,0,12,3,13,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,1339,5,3,1,4,9419,2,0,12,3,12,10,9,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,702,1,4,1,4,8686,4,0,22,4,12,8,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,120,6,5,0,3,3038,3,0,20,4,8,5,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27,0,1157,17,3,0,2,3058,0,1,16,3,6,5,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
19,1,602,1,1,1,1,2325,0,0,21,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
36,0,1480,3,2,0,2,2088,4,0,12,3,13,8,7,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,0,111,9,3,0,1,3072,1,0,11,3,12,12,9,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,0,1268,4,2,1,1,5006,4,1,11,3,9,5,4,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
56,0,713,8,3,1,1,4257,4,1,18,3,19,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,0,134,2,3,0,4,2500,0,0,14,3,4,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19,1,303,2,3,0,4,1102,1,0,22,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,0,526,1,2,1,1,10453,1,0,25,4,24,24,13,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,0,1380,9,2,1,4,2288,1,0,12,3,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,0,140,12,1,1,4,3929,8,1,23,4,7,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,629,27,2,1,2,2311,2,0,15,3,9,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,1,1356,20,2,1,2,3140,1,1,22,4,4,4,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,0,328,1,3,0,3,3690,2,0,15,3,5,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53,0,1084,13,2,1,1,4450,1,0,11,3,5,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,0,931,14,3,1,2,2756,1,0,13,3,8,8,7,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40,0,989,4,1,1,3,19033,1,0,14,3,21,20,8,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
55,0,692,14,4,0,2,18722,8,0,11,3,36,24,15,15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,0,1069,2,1,0,3,9547,1,0,17,3,10,10,9,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51,0,313,3,3,1,2,13734,3,0,18,3,21,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,0,699,1,4,0,3,19999,0,0,14,3,34,33,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27,0,894,9,3,1,2,2279,1,0,16,3,7,7,7,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,1,556,23,2,0,3,5916,3,1,13,3,8,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,0,1344,7,3,0,4,2089,4,0,14,3,7,5,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,0,1195,2,2,0,4,16792,9,0,23,4,22,20,8,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,290,21,3,0,1,3564,1,1,12,3,8,8,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,0,138,2,3,1,2,4425,5,0,11,3,10,6,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,926,21,2,1,3,5265,2,0,16,3,11,5,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,0,1261,2,4,0,3,6553,9,0,14,3,14,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,1084,29,3,0,4,6261,3,0,18,3,9,7,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,0,472,1,1,0,1,4298,5,0,19,3,6,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
49,0,1002,18,4,0,4,6804,1,1,15,3,7,7,7,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34,0,878,10,4,0,3,3815,1,1,17,3,5,5,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0,905,19,2,0,4,2741,8,1,15,3,15,7,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,1,1180,29,1,0,1,6673,7,1,19,3,17,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29,1,121,27,3,1,4,7639,1,0,22,4,10,10,4,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
22,0,1136,5,3,0,2,2328,1,1,16,3,4,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36,0,635,18,1,1,4,2153,1,0,13,3,8,8,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,0,1151,9,5,0,4,4876,9,0,14,3,5,3,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46,0,644,1,4,0,1,9396,7,0,16,3,17,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32,1,1045,4,4,0,4,10400,1,0,11,3,14,14,8,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,829,1,1,0,3,8474,1,0,22,4,12,11,8,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27,0,1242,20,3,1,3,9981,1,0,14,3,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51,0,1469,8,4,0,2,12490,5,0,16,3,16,10,9,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,1,1005,3,3,1,1,2657,5,1,11,3,8,5,2,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41,0,896,6,3,1,4,13591,3,1,18,3,16,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30,1,334,26,4,1,1,6696,5,0,15,3,9,6,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,1,992,1,3,0,3,2058,0,0,14,3,7,6,2,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
45,0,1052,6,3,1,4,8865,6,0,12,3,23,19,7,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,0,1147,3,3,1,1,5940,2,0,14,3,16,6,2,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,1396,5,2,0,2,5914,8,0,16,3,16,13,11,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,0,147,4,4,1,2,2622,6,0,21,4,7,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,663,11,3,0,4,12185,1,1,14,3,10,10,8,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,119,3,3,0,3,10609,0,0,12,3,17,16,10,13,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,0,979,1,4,0,3,4345,0,0,12,3,6,5,4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59,0,142,3,3,0,4,2177,3,0,17,3,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,319,4,4,0,4,2793,4,0,17,3,13,9,8,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29,0,1413,1,1,1,4,7918,1,0,14,3,11,11,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,944,1,3,1,3,8789,1,0,14,3,10,10,7,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,1,896,18,1,0,4,2389,1,1,13,3,4,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,0,1323,2,3,1,4,3212,7,0,15,3,6,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,532,4,2,0,4,19232,1,0,11,3,22,22,17,15,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
59,0,818,6,2,0,3,2267,8,0,17,3,7,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50,0,854,1,4,1,4,19517,3,0,11,3,32,7,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33,1,813,14,3,0,4,2436,5,1,13,3,8,5,4,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43,0,1034,16,3,1,4,16064,5,1,22,4,22,17,13,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,1,465,2,2,1,1,2707,7,0,20,4,13,9,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52,0,771,2,4,0,3,19068,1,1,18,3,33,33,7,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,0,1401,4,2,1,2,3931,2,0,11,3,6,4,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32,1,515,1,3,0,3,3730,0,1,14,3,4,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,0,1431,1,4,1,3,2232,7,0,14,3,7,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,0,976,26,4,0,4,4465,0,0,18,3,4,3,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,0,1411,19,2,0,1,3072,2,0,16,3,17,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,0,1300,24,2,0,4,3319,1,0,17,3,9,9,8,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
45,0,252,1,3,0,4,19202,0,0,11,3,25,24,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
31,0,1327,3,4,0,3,13675,9,0,12,3,9,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,0,832,5,4,1,4,2911,1,0,13,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,470,2,4,0,1,5957,6,0,13,3,13,11,9,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,1017,1,2,1,1,3920,2,0,14,3,17,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45,0,1199,7,4,0,3,6434,4,0,17,3,9,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,1,504,10,3,0,3,10048,6,0,11,3,17,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
39,0,505,2,4,1,3,10938,0,0,25,4,20,19,6,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
29,0,665,15,3,0,4,2340,1,0,19,3,6,6,5,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,916,17,2,1,1,6545,3,1,13,3,10,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29,0,1247,20,2,0,4,6931,2,0,14,3,10,3,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,0,685,1,3,1,3,4898,0,0,12,3,5,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0,269,2,3,1,1,2593,0,1,11,3,10,9,6,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,0,1416,2,2,0,3,19436,0,0,19,3,22,21,7,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51,0,833,1,3,0,4,2723,1,0,11,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,1,307,29,2,0,2,3479,0,0,11,3,6,5,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,0,1311,7,3,0,2,2794,1,0,20,4,5,5,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0,1327,2,2,0,4,5249,3,0,18,3,13,8,7,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,0,128,2,1,0,1,2176,4,0,13,3,9,6,2,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
46,0,488,2,3,1,2,16872,3,1,12,3,28,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28,1,529,2,4,0,3,3485,2,0,11,3,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,1210,2,3,0,2,6644,2,0,19,3,10,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1463,23,3,0,4,5582,0,0,21,4,10,9,0,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25,0,675,5,2,0,1,4000,1,0,12,3,6,6,3,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45,0,1385,20,2,0,4,13496,0,1,14,3,21,20,7,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,0,1403,6,3,0,4,3210,0,0,11,3,16,15,13,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
55,0,452,1,3,0,1,19045,0,1,14,3,37,36,10,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47,1,666,29,4,0,2,11849,1,1,12,3,10,10,7,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,0,1158,9,3,0,4,2070,1,0,23,4,5,5,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37,0,228,6,4,0,4,6502,4,0,14,3,7,5,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21,0,996,3,2,0,3,3230,1,0,17,3,3,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,0,728,1,4,1,4,13603,2,1,18,3,15,5,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35,0,1315,22,3,1,2,11996,7,0,18,3,10,7,7,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38,0,322,7,2,1,1,5605,1,1,24,4,8,8,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,0,1479,1,3,1,2,6397,1,0,20,4,6,6,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50,0,797,4,1,0,2,19144,3,0,14,3,28,10,4,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53,0,1070,3,4,0,3,17584,3,1,16,3,21,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,0,635,1,1,0,3,4907,1,0,25,4,20,20,16,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,0,442,2,2,0,4,4554,1,0,18,3,10,10,7,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55,0,147,20,2,0,4,5415,3,1,19,3,12,10,7,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
26,0,496,11,2,0,1,4741,1,1,13,3,5,5,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,0,1372,1,3,1,4,2115,1,0,12,3,17,17,12,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,1,920,24,3,0,3,3161,3,1,22,4,19,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,0,688,23,4,0,4,5745,9,0,14,3,10,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26,1,1449,16,4,0,2,2373,2,1,13,3,5,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,0,1117,8,2,1,4,3310,1,0,21,4,5,5,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
49,0,636,10,4,1,1,18665,9,1,11,3,22,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,0,506,3,3,0,2,4485,4,0,12,3,10,8,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31,0,444,5,3,1,2,2789,1,0,11,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26,1,950,4,4,0,4,5828,1,1,12,3,8,8,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,0,889,9,3,0,4,2326,1,1,12,3,4,4,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,0,555,26,3,1,2,13525,5,0,14,3,23,20,4,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,1,230,3,3,0,3,1420,1,0,13,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,0,1232,16,3,0,2,8020,0,0,15,3,12,11,9,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,566,18,4,0,4,3688,4,0,18,3,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,0,1302,2,3,0,2,5482,5,0,18,3,13,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
41,0,334,2,4,0,2,16015,1,0,19,3,22,22,10,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,0,812,10,3,1,3,1200,1,0,12,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,0,1476,16,2,0,1,5661,0,0,19,3,9,8,3,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,0,218,7,3,0,4,6929,4,0,11,3,10,8,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39,0,1132,1,3,0,4,9613,0,0,17,3,19,18,10,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,0,1105,24,4,1,2,5674,7,0,15,3,11,9,8,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,0,906,7,3,0,3,5484,1,0,14,3,13,13,8,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,849,25,2,1,2,12061,3,0,17,3,19,10,8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
58,0,390,1,4,0,3,5660,2,1,13,3,12,5,3,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,0,691,5,4,0,4,4821,0,1,12,3,6,5,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
31,0,106,2,3,0,1,6410,3,0,12,3,9,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45,0,1249,7,3,0,1,5210,1,0,18,3,24,24,9,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,0,192,2,4,0,4,2695,0,1,18,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,0,553,5,4,1,2,11878,6,0,11,3,12,10,6,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,0,117,10,1,0,1,17068,1,1,14,3,21,21,9,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43,0,185,10,4,1,4,2455,0,0,19,3,9,8,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,0,1091,1,2,1,3,13964,7,1,12,3,25,7,1,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
52,1,723,8,4,0,2,4941,2,0,15,3,11,8,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,0,1220,5,3,1,2,2478,1,1,12,3,4,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,588,8,2,1,2,5228,1,1,11,3,13,13,12,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
27,0,1377,2,3,0,3,4478,1,1,11,3,5,5,4,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,0,691,7,3,0,4,7547,4,0,12,3,13,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,1018,2,4,1,4,5055,7,0,16,3,10,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,1,1157,2,4,0,4,3464,5,1,13,3,5,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,0,1275,28,2,1,4,5775,1,0,13,3,11,10,8,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,798,7,2,1,3,8943,1,0,24,4,10,10,9,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,0,672,7,2,0,4,19272,1,0,15,3,21,21,9,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39,1,1162,3,2,1,3,5238,4,1,18,3,12,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,0,508,10,3,0,4,4682,3,0,14,3,9,7,7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
